incido	incidit in Scyllam qui vult vitare Charybdim	he falls upon Scylla who wants to avoid Charybdis
incido	si quid tibi durius inciderit	if anything too hard happens to you
incipio	priusquam incipias consulto opus est	before you begin there is need of a consultation
incito	multa Caesarem ad id bellum incitabant	many things were inciting Caesar toward that war
incolo	Belgae ea loca incolunt	the Belgians inhabit these places
incolumis	incolumes ad unum omnes in castra perveniunt	everyone to a man arrives unharmed into the camp
incolumis	Agrippina incolumi	with Agrippina unharmed
incumbo	remis incubuerunt	they leaned against their oars
incumbo	et animo et opibus in bellum incubuit	he applied himself to the war with both spirit and resources
inde	caedes inde, non iam pugna erat	after that it was no longer a battle, but slaughter
indicium	insigne indicium meae erga te amicitiae	a notable sign of my friendship towards you
indicium	servi indicio omnes damnati sunt	the slaves were all condemned by the giving of information
induco	cohortem in medios hostes induxit	he led the cohort into the middle of the enemy (army)
induco	regni cupiditate inductus	persuaded by the desire for royal power
iners	tendebat inertes moribundus palmas	dying, he stretched out his sluggish palms
insum	in facie vultuque insania inerat	madness was present in his face and his expression
infero	milites ad inferenda in hostes signa hortabantur	they were encouraging the soldiers to bear the standards against the enemy
infero	maximum terrorem hostibus inferunt	they inflict a great terror on the enemy
inferior	Belgae pertinent ad inferiorem partem fluminis Rheni	the Belgians extend to the lower part of the river Rhine
inferior	Brutus erat multo inferior navium numero	Brutus was much inferior in number of ships
infestus	gens infestissima nomini Romano	a tribe most hostile to the Roman nation
infestus	infestis signis impetum fecerunt	with hostile standards they made an attack
ingenium	Graecorum ingenia ad fallendum parata sunt	the Greeks by nature tend toward deception
ingenium	Ennius ingenio maximus, arte rudis erat	Ennius was the greatest in talent, but he was unpolished in technique
ingens	Hannibale profecto Romae gaudium ingens ortum erat	once Hannibal had set off, great joy rose up in Rome
ingredior	C. Gracchus vindicandae fraternae mortis gratia tribunatum ingressus est	Gaius Gracchus took up the office of tribune for the sake of avenging the death of his brother
ingredior	tum pater Anchises lacrimis ingressus obortis	then father Anchises began with tears having sprung up
inimicus	insidias inimico paravit	he prepared an ambush for the enemy
iniquus	iniquissimo nostris loco proelium commiserunt	they joined battle in a place extremely unfavorable to our men
ineo	novam rationem belli iniit	he reckoned a new reason for war
initium	Thales aquam dixit esse initium rerum	Thales said that water was the first principle of substances
iniuria	quaero iure an iniuria factum sit	I ask whether it was done justly or unjustly
inopia	Sulla inopia hostium occidendi finem fecit	Sulla made an end of killing because of the indigence of his enemies
inquam	"tunc ""facinus,"" inquit, ""memorabile fecistis"""	"Then he said, ""you have done a memorable thing"""
insequor	nox insecuta perfecit bellum	the night that followed brought the war to an end
insideo	arcem Capitolii insidebant	they were occupying the citadel of the Capitol
insidiae	in silvis insidias disponunt	they arrange an ambush in the forest
insignis	versibus insignem te pudet esse meis	you are ashamed to be prominent in my verses
insignis	puer insigni forma	a boy of remarkable beauty
insto	institi ut mihi responderet quis esset	I urged him to tell me who he was
insto	nullum periculum nobis ab Antiocho instat	no danger threatens us from Antiochus
instituo	consulatum L. Brutus instituit	Lucius Brutus was appointed to the office of consul
instituo	Sallustius senex historias scribere instituit	Sallust resolved to write histories as an old man
instituo	Ceres ferro mortales vertere terram instituit	Ceres instructed mortals to turn the earth with the plough
institutum	vestem et instituta Persica adsumpsit	he adopted the dress and the habits of the Persians
instruo	copias in aciem instruxit	he marshaled troops on the battle line
instruo	satis nos instruxit ratione natura	nature has sufficiently provided us with reason
insula	aditus insulae munitus erat mirificis molibus	the entrance of the island was guarded by impressive harbor works 
integer	illi turpis vita integra fama potior fuit	for him a shameful life was preferable to an unsullied reputation
integer	mulier aetate integra	a woman in the flower of her age
intellego	Adherbal eo processum esse intellexit ut regnum relinquendum esset	Adherbal understood that it had gotten to the point where he had to abandon his kingdom
intendo	omnium oculis animisque ad pugnam intentis	with the eyes and hearts of all intent on a fight
inter	erat inter ingentes montes oppidum magnum	there was a great town amid the vast mountains
inter	inter spem metumque iactari	to hesitate between hope and fear
inter	quid illi locuti sunt inter se?	what did they say among themselves?
inter	inter haec iam praemissi erant equites	meanwhile, the cavalry had already been sent ahead
interdum	pax interdum est, pacis fiducia numquam	occasionally there is peace, but never assurance of peace
intersum	quid interest inter hominem et bestiam?	what lies between man and beast?
intersum	funeri non interfuit	he did not attend the funeral
intersum	id ego et mea et reipublicae interesse arbitror	I believe this concerns both my own affairs and those of the republic
interficio	omnes liberos interfici iussit	he ordered that all the children be killed
interior	Gallia interior	the inland region of Gaul
intereo	non interire animas, sed ad alios transire credunt	they believe that souls do not die, but pass over to others
interrogo	quo die nata esset, interrogata est	she was asked on what day she had been born
intervallum	sine intervallo loqui	to speak without pause
intra	intra decimum diem quam Romam venerat	within ten days of when he had arrived in Rome
intus	intus trepidare	to be agitated inside
invado	ingens terror eos invasit	a huge terror fell upon them
invenio	invenimus omnia prospera evenisse	we found that everything had turned out prosperously 
invideo	fortuna mihi divitias invidet	fortune denies me riches
invidia	invidia in occulto, adulatio in aperto erant	ill-will was in hiding, flattery, in the open
invitus	dis invitis	with the gods unwilling
inultus	legiones neque me inultum neque vos impunitos patientur	the legions will not let me go unavenged nor you go unpunished
inultus	hostes inultos abire sinunt	they allow the enemies to go away unpunished
iocus	iocone an serio haec dicat, nescio	I don't know if he's joking or serious
ipse	se ipsi omnes natura diligunt	all men love themselves by nature
ipse	ea ipsa causa belli fuit	this very thing was the cause of the war
ira	vix iram coercebat	he was barely controlling his anger
irritus	vana atque irrita legatio fuit	the embassy was fruitless and ineffectual
is	ut scias eum a me amari, ob eam rem tibi haec scribo	so that you may know that he is loved by me, for this reason I write these things to you
ita	quae cum ita sint ...	because these things are thus
ita	non ita te amo ut sani solent homines	I don't love you in a way that sane men are accustomed
item	fecisti item ut praedones solent	you have acted in the same manner as pirates are accustomed
iter	quam maximis potest itineribus in Galliam  contendit	he directs his course into Gaul with as long marches as he is able
iter	tota vita nihil aliud quam ad mortem iter est	all life is nothing other than a journey toward death
iterum	illae fabulae dignae sunt quae iterum legantur	those stories are worth reading repeatedly
iubeo	alter consul cum Boiis iussus est bellum gerere, alter ut Romam rediret	one consul was ordered to wage war against the Boii, the other that he return to Rome
iucundus	iucundum, mea vita, mihi proponis amorem	my life, you imagine that our love will be bliss
iudex	sanctissimus ac iustissimus iudex	a most holy and most just judge
indico	quam civitati carus fuerit, maerore funeris indicatum est	how dear he was to the state was shown by the grief at his funeral
iudicium	Milo in iudicium vocatus est	Milo was summoned before the court
iudicium	aliorum iudicia contemnit	he attaches no value to the judgements of others
iugum	a cervicibus iugum servile deiecerant	they cast off the yoke of slavery
iungo	Romani ponte Ticinum iungunt	the Romans span the Ticinus River with a bridge
iungo	foedus cum eo amicitiamque iunxit	he joined him in a treaty and in friendship
ius	quaero iure an iniuria factum sit	I ask whether it was done justly or unjustly
iusiurandum	iureiurando tenebantur	they were held by their oath 
iustus	sanctissimus ac iustissimus iudex	a most holy and most just judge
iuvo	fortes Fortuna iuvat	fortune favors the brave
iuvat me	haec olim meminisse iuvabit	it will be pleasing to remember these things one day
iuventus	iuventus pleraque Catilinae inceptis favebat	a large part of the youth favored Catiline's undertakings
iuxta	sepultus est iuxta viam Appiam	he was buried near the Appian Way
iuxta	me iuxta ac si frater meus esset sustinuit	he supported me as if he were my brother
labor	eheu fugaces labuntur anni	alas, the fleeting years slip away
labor	labentem rem publicam sustulit	he raised up the slipping republic
labor	labore et patientia bellum confecit	he completed the war with hard work and patience
labor	Iliacos audire labores exposcit	he entreated them to listen to the toils of the Trojans
laboro	brevis esse laboro	I try to be brief
laboro	humiles laborant ubi potentes dissident	when those in power disagree, the lowly suffer
lacero	vitulos leaenae lacerant	the lionesses mutilate the calves
lacesso	proelio lacessitus	having been provoked to battle
laedo	laesus ab ingenio Naso poeta suo	the poet Naso was wounded by his own genius
laetus	consulis oratio haud sane laeta fuit	the speech of the consul was not at all cheerful
laetus	laeta Tiberio Germanici mors erat	the death of Germanicus was joyful to Tiberius
laetus	arva laeta	fertile land
laevus	ex alto laeva volavit avis	the bird flew from the left side of the heavens
languidus	nox languida solverat armorum curas	the dull night had removed the worries of arms
largus	sol terras larga luce complevit	the sun fills up the lands with abundant light
lateo	latet anguis in herba 	a snake lurks in the grass
latus	equites ad latera disposuit	he arranged the cavalry at the sides
latus	latus pontus	the broad sea
laudo	omnes mortales se laudari optant	all mortals wish to be praised
laus	summis laudibus eum extulerunt	they exalted him with the highest praise
legatio	vana atque irrita legatio fuit	the embassy was fruitless and ineffectual
legatus	aliae sunt legati partes atque imperatoris	the duties of a legate are distinct from those of a general 
legatus	legatos in curiam introduxit	he led the ambassadors into the senate-house
lego	mater ossa in sinum legit	the mother collected the bones into her lap
lego	principes Albanorum in patres legit	he elected chiefs of the Albans to the senate
lego	illae fabulae dignae sunt quae iterum legantur	those stories are worth reading repeatedly
legio	in legione sunt centuriae sexaginta, manipuli triginta, cohortes decem	in a legion there are sixty centuries, thirty maniples, ten cohorts
lentus	ut sit magna, tamen certe lenta ira deorum est	although it is great, nevertheless the anger of the gods is certainly slow
lepos	tuo lepore incensus	inflamed by your charm
letum	liberi eorum leto dati sunt in bello	their children met their death in the war
levis	sit tibi terra levis	may the earth be light on you
levis	levi causa atrox caedes orta est	a savage slaughter arose over a trifling cause
levis	levia pocula	smooth cups
levo	ales levavit se alis	the bird lifted itself with its wings
levo	multa fidem promissa levant	many promises weaken faith
lex	lege lata eos exsules fecit	by proposing the law, he made them exiles
lex	quis nescit primam esse historiae legem ne quid falsi dicere audeat	who does not know that it is the first law of history that it dare not say anything false
lex	redeat, sed ea lege ne umquam Romam revertatur	let him return, but on condition that he never come back to Rome
libo	tristia dona cineri Hectoris libant	they offer sad gifts to the ashes of Hector
libenter	homines ferme libenter id quod volunt credunt	for the most part people gladly believe what they want
liber	Homeri libros antea confusos disposuit	he arranged the books of Homer, which were previously jumbled
liber	omni metu liberi locuti sumus	free from all fear, we spoke
libero	populum metu liberavit	he freed the people from fear
liberi	omnes liberos interfici iussit	he ordered that all the children be killed
libertus	Ciceronis libertus Tiro est	Tiro is a freedman of Cicero
libet	ego ibo pro te, si tibi non libet	I will go for you, if you are not permitted
lib	mala libido Lucretiae per vim stuprandae Tarquinium cepit	an evil desire to defile Lucretia through violence seized Tarquinius
libido	instruitur acies ad libidinem militum	the battleline is drawn up arbitrarily by the soldiers
licentia	ex hac nimia licentia exsistit tyrannus	a tyrant arises from this excessive freedom
licet	licet nemini contra patriam ducere exercitum	no one is allowed to lead an army against his homeland
licet	subitam commutationem fortunae videre licuit	it was possible to see the sudden change of fortune
licet	vita brevis est, licet supra annos mille exeat	life is short, even if it exceeds a thousand years
lignum	in silvam ligna ferre	to carry wood into the forest ( = bring coals to Newcastle, preaching to the choir)
lingua	hi omnes lingua inter se differunt	they all differ from each other in language
linquo	nil inausum linquamus	let us leave nothing untried
liquidus	haec super imposuit liquidum aethera	above these things he placed the clear sky
lis	adhuc sub iudice lis est	the jury's still out
littera	litteras ad aliquem componere	to compose a letter to someone
littera	sit mihi orator tinctus litteris	let me have an orator well furnished with letters
littera	doctus est et Graecis litteris et Latinis	he is versed in Greek and Latin literature
litus	se deserto in litore condunt	they hid themselves on a deserted beach
loco	primos et extremos locaverat tribunos	he had placed tribunes in the front and rear
locus	honesto loco natus est	born of a noble family
locus	missi sunt nuntii quo loco res essent	messages were sent telling in which place the things were
locus	nunc defendendi negandive est locus	now there is a place for defending and denying
longe	longe mihi obviam processerunt	they came a long way to meet me
longe	Graecorum longe doctissimus est	he is the most learned by far of the Greeks
longus	horae quibus exspectabam longae videbantur	the hours in which I was waiting seemed long
longus	naves longas aedificandas curavit	he had war ships built
loquor	nil nisi classes et exercitus locuti sunt	they spoke of nothing except fleets and armies
luctus	ita varie laetitia, maeror, luctus atque gaudia agitabantur	and so they were considering happiness, grief, sorrow and joy in turn
lucus	Ennium sicut sacros vetustate lucos adoremus	let us adore Ennius just like groves sacred from age
ludo	illo tempore otiosi carmina lusimus	we sang songs in that leisurely time
lugeo	mortem Trebonii populus lugebat	the people were mourning the death of Trebonius
lumen	lumine quarto prospexi Italiam	on the fourth day I caught sight of Italy
lumen	lumina defixa in solo tenebant	the stars unfastened from the sky clung to the ground
lupus	inter audaces lupus errat agnos	a wolf wanders among reckless lambs
lustro	sol omnia flammis lustrabat	the sun was illuminating everything with its flames
lustro	exercitum apud Brundisium lustrabat	he was reviewing the army at Brundisium
lustro	Aegyptum lustrabat Germanicus	Germanicus traversed Egypt
lux	prima luce in hostes currebant	at dawn they ran against the enemy
luxuria	luxuria atque avaritia respublica perit	the republic died of extravagance and greed
lympha	vulnera lymphis abluebant	they were washing their wounds with clear spring water
maereo	amici tuo dolore maerent	friends mourn at your suffering
maestus	se domi maestus cohibebat	since he was sad, he stayed at home
magis	quo magis haec cogito, eo maestior sum	the more I ponder these things, the sadder I am
magister	natura artis magistra	nature is the teacher of art
magistratus	frustra magistratum petebat	he sought the office in vain
magistratus	isti homines magistratus creati sunt?	were these men made magistrates?
magnus	si parva licet componere magnis	if it is permitted to compare small things with great things
magnus	magnum opus et arduum	a great and difficult labor
maiestas	aliquem maiestatis deferre	to accuse someone of high treason
maiores	mores maiorum	the customs of the ancestors
malo	mavult bonam vitam quam bonam opinionem	he prefers a good life rather than a good reputation
malus	haec inter bonos amicitia est, inter malos factio	among good men this is friendship, among bad men, a faction
malum	mortem in malis ponit	he places death among the evil things
mano	rumor tota urbe manavit	Rumor spread over the whole city
mando	Caesar militibus mandavit ut Ariovistum adirent	Caesar commanded the soldiers to approach Ariovistus
mando	se fugae mandaverunt	they took their chances on flight
mandatum	mandata eius exsecuti sunt	they performed his commands
maneo	Priami regna manebant	the kingdoms of Priam remained
maneo	omnes una manet nox	one night awaits us all
manes	nocturnos ciet manes Dido	Dido calls the shades from night
manifestus	manifestam defectionem virium tegebat	he was concealing his obvious exhaustion
manus	manum cum hoste conferunt	they engage the enemy in combat
manus	cum praedatoria manu bellum gerebat	he was waging war with a marauding band
mare	vastum maris aequor	the vast surface of the sea
materia	saepe bona materia cessat sine artifice	often without a craftsman good material lies unused
maturus	nondum maturus imperio Ascanius erat	Ascanius was not yet ready for power
maturus	tuo adventu nobis opus est maturo	we need you to arrive quickly
meditor	mecum quid dicerem meditatus sum	I have contemplated what to say
meditor	Atreus meditatur poenam in fratrem novam	Atreus was planning an unprecedented punishment for his brother
medium	quae scitis proferatis in medium	you should disclose what you know
medius	locum medium inter exercitus delegit	he chose a middle place between the armies
medius	mediam mulierem complectitur	he embraced his wife around her middle
memini	tu, Romane, memento parcere subiectis et debellare superbos	you, Roman, remember to spare your subjects and to bring war to the arrogant
memor	virtutis tuae memores non erant	they were not mindful of your courage
memoro	maiorum fortia facta memoravit	he related the brave deeds of the elders
memoria	fuit in Caesare ingenium, ratio et memoria	Caesar had talent, knowledge, and memory
memoria	recens memoria parentis	the recent memory of a parent
memoria	usque ad meam memoriam	up to my own time
mens	homines habent mentem acrem et vigentem	men have a sharp and vigorous mind
mens	permulta mihi in mentem veniebant	very many thoughts were coming into my head
mensa	lumen in mensa appositum	a lamp set on the table
merces	Verres mercede maiestatem rei publicae minuit	Verres decreased the greatness of the republic with bribery
mereo	multorum odium meruit	he deserved the hatred of many
mereo	equestria stipendia meruit	he earned an equestrian wage
mereor	vir de re publica optime meritus	a man who served the state well
meta	equi circum metam currunt	the horses run around the turning-point
meta	metas pervenit ad aevi	he arrived at the end of his life
metuo	metuo ne sero veniam	I am afraid that I will come late
metuo	te suis matres metuunt iuvencis	you make mothers fear for their children
metus	Stoici definiunt formidinem metum permanentem	The Stoics define terror as a permanent fear
miles	ad arma milites concurrunt	the soldiers rush to arms
militaris	scientia rei militaris	knowledge of military matters
militia	domi militiaeque	at home and in war
mille	tria milia militum capti sunt	three thousand soldiers were captured
minae	minae Clodii modice me tangunt	the threats of Clodius touch me very little
minuo	Verres mercede maiestatem rei publicae minuit	Verres decreased the greatness of the republic with bribery
miror	eius temeritatem satis mirari non possum	I cannot be surprised enough at his foolhardiness
miror	orationes tuas miror	I marvel at your orations
misceo	aestu miscentur arenae	the sands are stirred up by the waves
misceo	miscere utile dulci	to mix useful with pleasant
misceo	magno miscetur murmure caelum	the sky is stirred up with a great roar
miseror	fortunam suam miserabatur	he was saddened by his misfortune
miseria	eis otium et divitiae oneri miseriaeque fuerunt	for them, leisure and riches were both a burden and a misery
mitto	saxa certatim miserunt	they threw rocks in a contest
mitto	speculatores ad oppidum mittere	to send the scouts to town
mobilis	genus hominum mobile et infidum	the race of men is fickle and faithless
modestia	neque modum neque modestiam victores habuerunt	the victors had neither boundary nor restraint
modo	biduum modo laetati sunt	for two days they were almost happy
modo	non modo reus improbus adductus est, sed etiam diligens accusator venit	not only was the shameless defendant led in, but the strict accuser
modo	quos modo fugere credebant ad se ire viderunt	they see the men come to them who they recently believed had fled
modo...modo	ire modo ocius, modo consistere	to go rather quickly at one moment, to stand still at another
modo	manent ingenia senibus, modo permaneat studium	old people keep their talents, provided that they keep their eagerness
modus	navium modum formamque demonstravit	he pointed out the amount and beauty of the ships
modus	easdem res aliis modis efferre possumus	we can express the same thing in different ways
moenia	moenia defensoribus erant vacua	the walls lacked guards
moles	tantae molis erat Romanam condere gentem	it was a task of such a great size to put together the Roman race
moles	aditus insulae munitus erat mirificis molibus	the entrance of the island was guarded by impressive harbor works
molior	num montes moliri sede sua paramus?	should we prepare to move mountains from their foundations?
mollis	Falculam placidum mollemque reddidi	I made Falcula calm and gentle
moneo	memorem mones	you remind me of something I already knew
moneo	te moneo ut tuum officium memineris	I warn you to remember your duty
mons	milites naturam montis cognoverunt	the soldiers have become acquainted with the nature of the mountain
monstrum	monstra et irae deum indicia cernebat	he was discerning the omens and signs of the anger of the gods
monumentum	veterum monumenta virorum	monuments of the men of old
mora	periculum in mora	there is danger in delay
moror	misit equitatum qui agmen moraretur	he sent the cavalry to hold back the column
moror	nec ultra moratus	without further delay
morbus	morbus est habitus corporis contra naturam	illness is an unnatural condition of the body
morior	comitemne sororem sprevisti moriens?	have you spurned your sister as a companion in death?
mors	tota vita nihil aliud quam ad mortem iter est	all life is nothing other than a journey toward death
mortalis	omnes mortales se laudari optant	all mortals wish to be praised
mos	mores maiorum	the customs of the ancestors
motus	terra ingenti motu concussa est	the land was convulsed by a huge earthquake
moveo	loco moveri non poterat	it could not be moved from its place
moveo	una cura cor meum movet	one concern moves my heart
mulier	mediam mulierem complectitur	he embraced his wife around her middle
multitudo	in omnes partes dispersa est multitudo	the crowd scattered in all directions
multus	quamvis multos nominatim proferre possum	I can mention by name any number of men
mundus	terra in medio mundo sita est	the earth is located in the middle of the universe
munio	urbs munita terra marique	the city was fortified on land and at sea
munus	exsequi consulis officia et munera	to fulfill the duties and tasks of a consul
munus	aliquem munere donare	to bestow a gift upon someone
murmur	magno miscetur murmure caelum	the sky is stirred up with a great roar
murus	de muro sese deiecerunt	they cast themselves down from the wall
musa	incussit suavem mi in pectus amorem musarum	he inspired in my heart a sweet love of the muses
muto	una epistula totum mutaverat hominem	one letter had changed the man completely
muto	mutato equo evasit	he escaped after changing his horse
mutuus	amor mutuus	mutual love
nanciscor	nanctus est idoneam ad navigandum tempestatem	he got suitable weather for sailing
narro	tibi soli ea narrare velim	I would like to tell these things to you alone
nascor	amplissimo genere natus	a son from the grandest stock
natio	nationes natae servituti	peoples born for slavery
natura	satis nos instruxit ratione natura	nature has sufficiently provided us with reason
natura	milites naturam montis cognoverunt	the soldiers have become acquainted with the nature of the mountain
natus	homo magno natu	a man of great birth
navis	naves longas aedificandas curavit	he had war ships built
ne	tune te esse militem dicere audes?	do you have the nerve to say you are a soldier?
ne	scisne Publiliusne iturus sit in Africam?	do you know if Publilius is going to go to Africa?
ne	Caesar suis imperavit ne tela reicerent	Caesar commanded his men not to throw back the spears
ne quidem	eis rebus ne di quidem immortales pares esse possint	not even the immortal gods are able to be equal to these affairs
ne quidem	si quid numquam oritur, ne occidit quidem umquam	if something never rises, it also does not ever fall
nec	mors nec ad mortuos pertinet nec ad vivos	death is a concern neither to the dead nor the living
neco	complures hostes necati sunt	many of the enemies have been killed
necesse	necesse est mihi de me ipso dicere	I must speak about myself
necessitas	tempori cedere, id est necessitati parere, sapientis est	to yield to time, that is, to give way to necessity, is the mark of a wise man
necto	nectere dolum	to contrive a trick
nefas	ei nihil umquam nefas fuit	for him, nothing was ever too impious
nego	ille negat se Numidam pertimescere	he denies that he fears the Numidian
nego	patriae opem negat	he denies aid to his fatherland
neglego	iram meam neglexit	he ignored my anger
negotium	negotium municipii administrare	to manage the business of a free town
negotium	in otio de negotiis cogitavit	in times of leisure he thought about business 
negotium	Cato Siciliam tenere nullo negotio potuit	Cato could hold Sicily without any difficulty
nemo	ita fit ut omnino nemo possit esse beatus	thus it happens that no one is able to be completely happy
nemus	consonat omne nemus strepitu	the whole grove rang with the din
nequeo	Demosthenes rho dicere nequibat	Demosthenes was not able to pronounce the letter rho
nervus	emicuit nervo penetrabile telum	the piercing arrow sprang forth from the string
nescio	nescio an hoc futurum sit	I know not whether this will be
nescius	nescius impendentis mali	ignorant of the shameful evil
neve	cohortatus est ne eos frumento neve alia re iuvarent 	he admonished them not to help them with grain or in any other way
nex	in liberos vitae necisque potestatem habent	they have the power of life and death over their children
nihil	nihil omnino curo	I care about nothing at all
nimbus	dea nimbo succincta	the goddess surrounded by a cloud
nimis	nimis iam dixi	I've already said too much
nimis	nimium diu	for a very long time
nisi	memoria minuitur nisi eam exerceas	memory is weakened unless you should keep it busy
nisi	stare respublica nisi uno regente non potest	the reublic cannot stand except with a single man ruling
nitor	consilio atque auctoritate Ciceronis nitebatur	he depended on the counsel and authority of Cicero
nitor	summa vi Cirtam irrumpere nititur	an effort to break into Cirta is made with the greatest force
niveus	omnibus his nivea cinguntur tempora vitta	all these men's temples are girded with snow-white head-bands
nobilis	nobili genere nati sunt	they are of noble birth
noceo	non solum rei publicae sed etiam tibi ipsi nocebis	you will harm not only the republic but also you yourself
nocte	noctu vigilias agunt	they keep watch by night
nocturnus	nocturnos ciet manes Dido	Dido calls the shades from night
nolo	noli putare quemquam meliorem fuisse	Don't think that anyone was better
nomen	vos me imperatoris nomine appellavistis	you all addressed me with the title of emperor
nondum	nondum maturus imperio Ascanius erat	Ascanius was not yet ready for power
nonnullus	Rhodanus nonnullis locis vado transitur	the Rhone can be crossed by a shallow place in several locations
nosco	linguam Etruscam probe noverat	he had learned the Etruscan tongue extremely well
noster	hostes impetum in nostros fecerunt	they made an attack on our enemies
novus	homo novus	a self-made man
novus	caedem principis et res novas cogitat	he contemplates the murder of the leader and revolution
novissimus	agmen novissimum	the rear army
nox	ad multam noctem pugnatum est	the battle lasted until late at night
nubo	haec mulier ipsi Oppianico nupsit	this woman married Oppianicus himself
nubes	venti vis nubes differt	the force of the wind scatters the clouds
nudo	agros populando nudavit	he laid bare the fields by pillaging
nullus	nullius apud me auctoritas maior est quam M. Lepidi	no one’s judgment is greater in my book than that of Marcus Lepidus
numen	di immortales numine et auxilio urbis tecta defendunt	the immortal gods protect the roofs of the city with divine will and aid
numerus	oppida omnia, numero ad duodecim, incendunt	they burn all the towns, about twelve in number
numquam	numquam minus solus sum quam cum solus sum	I am never less lonely than when I am alone
nunc	tribuni plebis nunc fraudem, nunc neglegentiam consulum accusabant	the tribunes of the people were reproaching now the deceit, now the negligence of the consuls
nuntio	casu accidit ut id primus nuntiaret	it happened by chance that he first reported it
nuntius	de Quinto fratre tristes nobis nuntii venerunt	sad news came to us about my brother Quintus
ob	mors ob oculos saepe versata est	death often lingered before the eyes
ob	pecuniam accepit ob necem hospitis sui	he received money in return for the murder of his host
ob	quam ob rem	for which reason
obicio	cibum canibus obiecit	he threw food to the dogs
obicio	ignobilitatem mihi obiecit	he taunted me for my low birth
obeo	Iulia supremum diem obiit	Iulia died
obliviscor	dum tu ades, virgines sunt oblitae sui	while you are here, the girls have forgotten themselves
obscurus	aut falsa aut certe obscura opinio	a conjecture either false or at least unclear
obsideo	omnes aditus armati obsidebant	armed men were blockading all approaches
obsto	meis commodis obstitit	it stood in the way of my advantage
obstupesco	eius aspectu obstupui	I was stupefied by the sight of him
obtineo	Hispaniam citeriorem cum imperio obtinebat	he was governor in nearer Spain
obtineo	Romani rem obtinuerunt	the Romans gained the victory
obviam	se mihi obviam obtulit	he presented himself to meet me
obvius	obvia ei Camilla occurrit	Camilla ran up to meet him
occido	ante solem occasum	before the sun sets
occido	si quid numquam oritur, ne occidit quidem umquam 	if something never rises, it also does not ever fall
occido	Sulla inopia hostium occidendi finem fecit	Sulla made an end of killing because of the indigence of his enemies
occulto	se latebris occultavit	he concealed himself in a hiding place
occultus	occulta quaedam et quasi involuta aperuit	he revealed certain hidden and, as it were, complicated things
occupo	regnum occupavit	he seized the kingdom
occurro	malevolentiae hominum occurrit	he resisted the ill will of men
occurro	facilius eorum facta occurrent mentibus vestris	their deeds will more easily present themselves to your minds
oculus	video in me omnium vestrum oculos esse conversos	I see that all of your eyes are turned on me
odi	oderint dum metuant	provided that they are afraid, let them hate
odium	odi odioque sum Romanis	I hate and I am hated by the Romans
offero	se mihi obviam obtulit	he presented himself to meet me
offero	quod cuique promptum erat, obtulerunt	they showed what was clear to everyone
officio	timor animi auribus officit	the mind's fear stands in the way of the ears
officium	exsequi consulis officia et munera	to fulfill the duties and tasks of a consul
olim	forsan et haec olim meminisse iuvabit	perhaps one day it will be pleasing to remember even these things
omitto	omisso discrimine	without discrimination
omitto	innumerabiles viros omitto	I'm passing over countless men
omnino	ita fit ut omnino nemo possit esse beatus	thus it happens that no one is able to be completely happy
omnino	erant omnino itinera duo	there were only two ways
omnis	ad unum omnes in castra pervenerunt	every one of them reached the camp
onero	me amoenitate oneravit	it has overwhelmed me with pleasantness
onus	eis otium et divitiae oneri miseriaeque fuerunt	for them, leisure and riches were both a burden and a misery
opacus	ibant per opaca locorum	they go through shady places
opera	operam mihi reddidisti	you have served me
opinio	fuerunt in hac opinione non pauci	there were many of this opinion
opinio	summam habuit iustitiae opinionem	he had the highest opinion of justice
oportet	non quia necesse sit, sed quia oportet	not since it is inevitable, but since it is proper
opperior	abi intro, ibi me opperire	go inside and wait for me there
oppidum	dein Capuam pervenit, in oppidum magnum	then he arrived in Capua, a great town
opportunus	haec ei satis opportune acciderunt	these things happened to him suitably enough
opprimo	superba dominatio tandem oppressa est	finally the tyrannical oppression has ended
oppugno	me pecunia oppugnavit	he attacked me because of money
ops	opem mihi ultimo in discrimine tulit	he helped me in extreme danger
ops	in bonis numerabis divitias, honores, opes	among the good you will reckon riches, honors, resources
opulentus	Zama, oppidum armis virisque opulentum	Zama, a town weathy in arms and men
opus	oppidum natura et opere munitum	a town fortified by nature and workmanship
opus	tuo adventu nobis opus est maturo	we need you to arrive quickly
oro	ipse pro se oravit	he argued his case himself
oro	oravit ab Artorio ne in castris remaneret	he begged Artorius not to remain in the camp
oratio	qualis homo, talis oratio	such as the man is, so is his speech
oratio	hac oratione habita conversae sunt omnium mentes	since this speech was held, everyone has changed their mind
orbis	orbis terrarum	the orb of the earth
ordo	fatum appello ordinem seriemque causarum	I recognize fate as the order and succession of causes
ordo	auxilia regis nullo ordine iter fecerant	the auxiliary troops of the king had made the journey in no formation
ordo	eum absentem in amplissimum ordinem cooptaverunt	they elected him while he was absent to the most honorable class (to the Senate)
origo	Thales originem rerum quaesivit	Thales sought the origin of things
orior	si quid numquam oritur, ne occidit quidem umquam	if something never rises, it also does not ever fall
os	in omnium ore est	it is in everyone's mouth
os	incedunt per ora vestra magnifici	they march boastfully before your faces
os	mater ossa in sinum legit	the mother collected the bones into her lap
ostendo	aliis spem, aliis metum ostendit	he promises some, threatens others
ostendo	quid fieri vellet, ostendit	he showed what he wished to happen
otium	in otio de negotiis cogitavit	in times of leisure he thought about business 
